id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
1442495,Spacious Duplex in Fun & Hip Area,5908577,Eric,Brooklyn,Crown Heights,40.67427,-73.95042,Entire home/apt,300,2,16,2019-06-09,0.24,2,41
1444400,Large Room In Newly Renovated Hell's Kitchen Apt.,7755092,Ron,Manhattan,Hell's Kitchen,40.76391,-73.99225,Private room,112,1,196,2019-07-03,5.40,1,71
1444924,New Law in New York | NO  rentals under 30 days..,926743,Lancelot,Brooklyn,Carroll Gardens,40.67947,-73.99709,Entire home/apt,100,30,4,2019-01-28,0.06,1,321
1445250,"1Bedroom, Seconds from L train",5109475,Liam,Brooklyn,Bushwick,40.70444,-73.92005,Private room,60,2,64,2019-06-01,0.89,2,87
1445977,Spacious Loft in East Village,7701933,Henry,Manhattan,East Village,40.7262,-73.97913,Entire home/apt,232,10,2,2015-09-01,0.03,1,234
1446009,Room in Colourful Williamsburg Apartment,1481172,Elena,Brooklyn,Williamsburg,40.70823,-73.94405,Private room,138,1,0,,,1,29
1446483,Cozy 1BD in Vibrant East Village,5283769,Donna,Manhattan,East Village,40.7223,-73.9821,Entire home/apt,140,2,149,2019-06-16,2.41,1,16
1448703,Beautiful 1 Bedroom in Nolita/Soho ,213266,Jessica,Manhattan,Nolita,40.72193,-73.99379,Entire home/apt,5000,1,2,2013-09-28,0.03,1,365
1449263,Beautiful Brooklyn Brownstone Apt,7777902,Zachary,Brooklyn,Bedford-Stuyvesant,40.68665,-73.93293,Entire home/apt,168,2,1,2016-05-04,0.03,1,0
1449546,Cozy Studio in Flatbush,7779204,,Brooklyn,Flatbush,40.64965,-73.96154,Entire home/apt,100,30,49,2017-01-02,0.69,1,342
1452786,"A beautiful, and quiet place to stay in NYC!!!",6122499,Marjorie,Queens,Bellerose,40.73193,-73.74481,Shared room,150,2,0,,,1,365
1453049,Studio Apt in the heart of Bushwick,2780717,Alonzo,Brooklyn,Bushwick,40.69979,-73.92078,Entire home/apt,95,4,21,2019-01-02,0.29,1,98
1455804,One Bedroom Apt Near Central Park,4028305,Abigail,Manhattan,Morningside Heights,40.8057,-73.95826,Entire home/apt,175,2,1,2017-10-28,0.05,1,0
1456142,"Modern, cozy artist's escape in WV",683794,Mark,Manhattan,West Village,40.73458,-74.00492,Entire home/apt,220,2,13,2019-06-09,0.23,1,3
1456352,Monthly Rental or more than 30 days for 6 people,838704,Thomas,Manhattan,Upper West Side,40.80028,-73.9618,Entire home/apt,178,32,132,2018-05-01,1.84,1,211
1457505,sunny beautiful studio apartment,7815949,Dee,Brooklyn,Crown Heights,40.67265,-73.9247,Entire home/apt,85,2,67,2018-11-12,0.97,1,8
1458987,Room in My Apt. Rego Park Queens NY,7645338,King,Queens,Rego Park,40.72638,-73.85852,Private room,35,4,76,2019-02-04,1.07,1,5
1460017,Lovely Factory Loft in Greenpoint!,7503643,Vida,Brooklyn,Greenpoint,40.72732,-73.94076,Entire home/apt,129,30,6,2018-09-11,0.08,52,277
1461721,3B. Private  Rm in Guesthouse Manhattan,7831209,Bobi,Manhattan,East Harlem,40.80759,-73.93839,Private room,55,1,167,2019-05-07,2.78,10,363
1461814,Zen Supersized Master Suite,3604585,Jenny,Brooklyn,Flatbush,40.64187,-73.9586,Private room,69,4,34,2019-01-01,0.72,3,68
1461873,"Cozy, quiet single room in Brooklyn brownstone",279845,Chantille & Linda,Brooklyn,Prospect Heights,40.6762,-73.96671,Private room,68,3,11,2019-01-27,0.33,2,187
1461965,Private Bedroom WITH a Living room!,7833913,Gya,Brooklyn,Crown Heights,40.67471,-73.94571,Private room,69,2,90,2019-07-02,1.25,1,186
1462341,Great Apt/Roof in Hells Kitchen,7837136,Jorion,Manhattan,Hell's Kitchen,40.76582,-73.99468,Entire home/apt,300,2,23,2018-09-23,0.32,1,365
1465446,Historic Townhouse with Private Backyard,7850260,Raymond,Manhattan,Harlem,40.80533,-73.94665,Entire home/apt,175,1,152,2019-07-04,4.54,3,248
1466081,JFK Jupiter Suites w/ Parking,7853251,Enyinne,Queens,St. Albans,40.6891,-73.7733,Private room,59,1,190,2019-06-16,2.64,5,359
1466534,Jupiter Suites- Rm #1 (JFK),7853251,Enyinne,Queens,St. Albans,40.69045,-73.77467,Private room,59,1,19,2016-06-29,0.26,5,359
1466552,ALL YOU NEED!! HK/TIME SQ./THEATER (READ REVIEWS),7112116,Ty,Manhattan,Theater District,40.76199,-73.98627,Private room,169,2,33,2019-04-10,0.47,2,340
1466688,Bright Apartment In Williamsburg,7856381,Jp,Brooklyn,Williamsburg,40.70901,-73.95291,Entire home/apt,120,2,1,2015-05-17,0.02,1,0
1467106,Bedford Stuyvesant Urban Hang Suite,7858405,Diavanna,Brooklyn,Bedford-Stuyvesant,40.69301,-73.94551,Entire home/apt,155,3,227,2019-06-14,3.16,1,244
1467238,Charming Prime Williamsburg 2 bedroom Entire home,7859118,Kristen & Corey,Brooklyn,Williamsburg,40.71915,-73.94061,Entire home/apt,165,2,80,2017-07-19,1.28,1,188
1467392,"VERY BIG, BEDROOM/ PRIVATE BATHROOM.",7858210,Maxime,Manhattan,Harlem,40.81384,-73.93973,Private room,60,2,125,2019-06-28,1.77,4,167
1467618,1 min to Bedford Ave (L) Station,7860852,Matthew,Brooklyn,Williamsburg,40.71867,-73.9557,Entire home/apt,190,3,10,2019-05-26,0.26,2,0
1469895,Bright and Spacious West Village Studio,6263540,Adam,Manhattan,West Village,40.73695,-74.00572,Entire home/apt,150,5,3,2018-01-01,0.13,1,0
1469955,Luxury 1 Bedroom Upper West,10528,Olivier,Manhattan,Upper West Side,40.77864,-73.98437,Entire home/apt,150,30,18,2019-05-20,0.29,2,135
1470069,Sunny Apartment in Clinton Hill,4130492,Keiko & Ilya,Brooklyn,Bedford-Stuyvesant,40.69077,-73.95745,Entire home/apt,120,4,26,2019-07-05,0.53,1,10
1471244,Cozy w/amazing city views by PS1,4260529,Harry,Queens,Long Island City,40.74632,-73.94799,Private room,349,1,26,2016-12-13,0.36,2,365
1471952,Jupiter Suites- Rm #2- (JFK),7853251,Enyinne,Queens,St. Albans,40.68872,-73.77373,Private room,59,1,14,2016-10-22,0.19,5,359
1472002,SHARED STUDIO AT MANHATTAN'S HEART BY C. PARK,3003563,Rocio,Manhattan,Theater District,40.76035,-73.98026,Shared room,99,2,62,2019-05-23,2.22,1,21
1472009,"Jupiter Suites, Rm #3- (JFK)",7853251,Enyinne,Queens,St. Albans,40.69054,-73.77306,Private room,59,1,32,2016-09-21,0.45,5,359
1474752,Dope Williamsburg Apartment,2259113,Ange,Brooklyn,Williamsburg,40.71215,-73.95637,Private room,110,3,23,2019-05-06,0.32,1,159
1474980,Be my Guest! Cozy East Village apt!,823392,Karen,Manhattan,East Village,40.72247,-73.97947,Private room,73,12,11,2019-06-29,0.16,1,21
1475084,"Fun LES 1br, close to everything!",7895068,Ana,Manhattan,Chinatown,40.71608,-73.98962,Entire home/apt,179,3,201,2019-06-14,2.84,1,256
1475427,Cozy Twin for the NYC Win! [Gay/LGBT Friendly],7896605,Daveyjoe!,Queens,Sunnyside,40.74234,-73.92579,Private room,102,5,8,2018-01-02,0.24,1,0
1475631,BLYN BROWNSTONE CORZY CORNER in NYC,2015914,Majar,Brooklyn,Bushwick,40.68786,-73.91722,Private room,62,3,95,2019-02-11,1.32,8,338
1475661,Gorgeous Apt. 20 min to Manhattan!,7897301,Rickey,Queens,Astoria,40.7703,-73.93306,Entire home/apt,140,2,13,2014-09-01,0.18,1,0
1476238,Spacious Midtown 1BR Apt - 4.5 Stars/21 Reviews,7324189,Buke,Manhattan,Midtown,40.76084,-73.96908,Entire home/apt,300,15,6,2018-11-07,0.58,2,98
1476484,Spacious Sunny SoHo-Awesome Locale!,7901999,Steven,Manhattan,Nolita,40.7245,-73.99419,Entire home/apt,299,2,26,2017-09-30,0.37,1,88
1478315,1 bedroom in heart of Fort Greene,1834942,Tessa,Brooklyn,Clinton Hill,40.69332,-73.96543,Entire home/apt,104,12,11,2017-07-30,0.15,1,15
1478946,"Prime Chelsea Location,Washer/Dryer",7245581,Michael,Manhattan,Chelsea,40.75029,-73.99556,Entire home/apt,98,120,38,2019-05-15,0.54,19,290
1479113,"Spacious, quiet room with private full bathroom.",176836,Gil,Manhattan,Lower East Side,40.71501,-73.98061,Private room,49,1,90,2019-01-01,1.29,1,0
1479283,"Great Chelsea Location, Couch/2nd bed, Free WiFi",7245581,Michael,Manhattan,Chelsea,40.75028,-73.99533,Entire home/apt,96,115,45,2019-03-15,0.63,19,210
1479349,Sunny Private Room in Williamsburg,5464042,Nicole,Brooklyn,Williamsburg,40.70952,-73.95078,Private room,80,3,130,2017-05-04,1.85,1,0
1479731,Master Bedroom in Modern Loft Apt.,7809536,Brian,Brooklyn,Crown Heights,40.68007,-73.96334,Private room,89,3,147,2019-07-01,2.05,1,362
1480002,Huge rm in 1500sq ft loft w/lots ,7919277,Daren,Manhattan,Lower East Side,40.71862,-73.99154,Private room,125,1,1,2013-09-16,0.01,1,364
1481907,Charming BK Townhouse Home by Highland Park!,7938019,Megan,Brooklyn,Cypress Hills,40.68505,-73.8718,Entire home/apt,345,2,78,2019-06-30,2.49,1,185
1483688,Peaceful Studio in Fort Greene,477140,Mark,Brooklyn,Fort Greene,40.6862,-73.97184,Entire home/apt,150,3,17,2016-09-24,0.43,1,0
1484031,"Private room in cozy Harlem, NY Apt",6228539,Michelle,Manhattan,Harlem,40.80427,-73.95404,Private room,100,2,15,2019-05-20,0.21,2,326
1484310,1 bed aprt best location in NewYork,7727015,Lucie,Manhattan,Lower East Side,40.7204,-73.99042,Entire home/apt,120,5,9,2016-09-28,0.16,1,0
1486099,All New Bohemian Chic 1BR Loft,7503643,Vida,Brooklyn,Greenpoint,40.72267,-73.94362,Entire home/apt,149,30,9,2018-02-18,0.13,52,343
1487222,2BR Sunlight & Secret Garden Apartment,1308282,Sam,Brooklyn,Crown Heights,40.67838,-73.95549,Entire home/apt,145,4,18,2018-11-25,0.25,1,0
1489426,New york Multi-unit building,7964729,Justin,Manhattan,Financial District,40.70582,-74.00888,Entire home/apt,390,3,1,2018-09-13,0.10,1,0
1490223,Private Bed & Bath in a townhouse:Charm-Calm-Cozy-,6586128,Martine,Bronx,Port Morris,40.80011,-73.9133,Private room,60,21,19,2019-01-02,0.28,2,178
1491991,Charming Brwnstn Duplex sleeps 5,7959444,Molly,Brooklyn,Park Slope,40.6747,-73.97947,Entire home/apt,190,3,17,2018-10-22,0.28,1,167
1492286,West Village/SoHo Prvt Rm,7977178,Abby,Manhattan,SoHo,40.72822,-74.00429,Private room,80,3,51,2019-04-26,0.79,3,276
1492856,small room in bedstuy P,6885157,Randy,Brooklyn,Bedford-Stuyvesant,40.68411,-73.95169,Private room,55,1,162,2019-06-19,2.26,15,334
1494527,Huge Loft In South Williamsburg,7988149,Moses,Brooklyn,Williamsburg,40.71202,-73.96602,Entire home/apt,275,2,195,2019-06-30,2.74,1,331
1496319,Private Huge 2br Williamsburg Artist Apartment!,7997061,Rebecca,Brooklyn,Williamsburg,40.71471,-73.94045,Entire home/apt,250,1,87,2019-06-27,1.23,1,272
1497024,New York City Historical Brownstone Ground Floor,8000315,Naima,Manhattan,Harlem,40.82124,-73.94973,Entire home/apt,100,2,271,2019-06-30,3.85,2,270
1499635,Gorgeous apartment by Grand Central,1601577,Tilia,Manhattan,Murray Hill,40.74776,-73.97335,Entire home/apt,600,4,7,2015-09-04,0.10,1,0
1503618,"Private, quiet Antique room on first floor duplex",6457253,Irene,Brooklyn,Sunset Park,40.66405,-73.9923,Private room,66,2,4,2019-05-12,0.08,1,365
1503670,Best location in Brooklyn!,2024924,Lisa,Brooklyn,Park Slope,40.67171,-73.98079,Private room,65,7,58,2019-03-29,0.83,2,333
1506985,Garden Rowhouse Duplex-2 bd/3 bth,8049757,Omar,Manhattan,East Harlem,40.80108,-73.94346,Entire home/apt,220,4,60,2019-06-19,0.85,1,332
1507845,"Rare large modern garden studio, comfy; location!",109505,Jason,Manhattan,Upper East Side,40.77006,-73.95441,Entire home/apt,159,2,114,2019-06-23,1.62,1,46
1511216,Private room in 2 bedroom apartment,8071107,Tov,Brooklyn,Williamsburg,40.7057,-73.93836,Private room,70,2,31,2017-03-31,0.44,2,20
1511303,Private fits 3 ppl. Prospect Park ,1354796,Natasha,Brooklyn,Prospect-Lefferts Gardens,40.65936,-73.95139,Private room,49,5,84,2019-06-16,1.17,3,296
1511534,Huge Room with View in Bushwick!,8071900,Jordan,Brooklyn,Bushwick,40.70121,-73.91883,Private room,47,5,21,2018-11-30,0.36,1,56
1512006,Designer Space For Families:  2 Bed | 2 Bath,4731948,Kiki,Manhattan,Lower East Side,40.71804,-73.99147,Entire home/apt,299,1,200,2019-06-02,2.80,4,100
1514939,Bright Studio Apt on Prospect Park,8088731,Jon,Brooklyn,Prospect-Lefferts Gardens,40.66021,-73.96107,Entire home/apt,79,7,19,2019-02-18,0.43,1,0
1515026,"Garden Apartment, Ft. Greene",1396183,Lee,Brooklyn,Fort Greene,40.69197,-73.97218,Entire home/apt,115,4,12,2019-02-22,0.17,1,0
1515611,"AMAZING, HUGE NEW YORK LOFT!",8092548,Habib,Brooklyn,Clinton Hill,40.68639,-73.9624,Entire home/apt,229,3,38,2019-06-25,0.54,1,364
1515659,Relax at our duplex + backyard,8092818,Romi,Brooklyn,Bedford-Stuyvesant,40.6882,-73.94645,Entire home/apt,115,5,3,2014-04-02,0.04,1,0
1515692,Beautiful Lower East Side Penthouse,4358024,Jonathan,Manhattan,Greenwich Village,40.73051,-73.99518,Entire home/apt,1100,2,17,2018-10-20,0.25,2,364
1516120,Art Dealer's One of a Kind Williamsburg Aptartment,228583,Angelo,Brooklyn,Williamsburg,40.71,-73.9523,Entire home/apt,165,4,10,2018-10-06,0.14,1,49
1517917,Elegant modern 1-bedroom in Bed-Stuy,1430128,Jenn,Brooklyn,Bedford-Stuyvesant,40.69336,-73.94678,Entire home/apt,67,6,10,2018-05-30,0.39,1,0
1519957,BedStuy with a View,8112941,Cat,Brooklyn,Bedford-Stuyvesant,40.69289,-73.94356,Private room,68,3,52,2019-06-24,2.44,3,72
1519994,McSimon's | Queen Room | 10 mins from JFK,8113165,Cynthia And Froebel,Brooklyn,Canarsie,40.63591,-73.90941,Private room,85,3,1,2019-01-04,0.16,2,132
1520806,HUGE 2BR+1BA Apt For Group Only 15 Min To NYCity,347642,Jullien,Brooklyn,Bedford-Stuyvesant,40.68084,-73.92804,Entire home/apt,170,3,134,2019-06-20,2.00,3,209
1521318,"modern, convenient safe Midwood, Brooklyn",8119708,Charlotte & Aaron,Brooklyn,Midwood,40.62666,-73.96094,Private room,95,3,46,2019-07-01,0.76,3,86
1521335,Private Room in Brooklyn Brownstone,8120180,Ivey,Brooklyn,Bedford-Stuyvesant,40.68329,-73.95111,Private room,45,3,2,2016-07-09,0.05,1,0
1523556,Simply brooklyn. Bedroom with office off L train.,7304881,Amanda,Brooklyn,Williamsburg,40.71041,-73.93847,Private room,178,2,2,2016-09-04,0.06,1,0
1524017,CHELSEA BROWNSTONE 1BRM GARDEN APT ,8131878,Tabita,Manhattan,Chelsea,40.74461,-74.00172,Entire home/apt,140,5,50,2019-06-13,0.91,1,328
1524302,Huge 1 Bedroom Loft at Habitat 101!,7503643,Vida,Brooklyn,Greenpoint,40.72686,-73.94177,Entire home/apt,149,30,7,2018-10-31,0.11,52,281
1524562,Stuyvesant Heights Townhouse,4540899,Tee,Brooklyn,Bedford-Stuyvesant,40.69399,-73.93135,Entire home/apt,89,3,86,2019-05-26,1.29,1,223
1524711,Sunny 1-Bedroom Apartment: Astoria,8135210,Milena,Queens,Astoria,40.76387,-73.92593,Entire home/apt,108,4,3,2015-12-01,0.06,1,0
1524895,NYC apartment! Bright and spacious!,3217480,Victoria,Manhattan,Washington Heights,40.85652,-73.92975,Entire home/apt,138,7,14,2019-04-24,0.30,1,13
1525602,Perfect Temporary Brooklyn Home,1200603,Andrea,Brooklyn,Crown Heights,40.66751,-73.95867,Entire home/apt,115,2,121,2019-05-31,1.70,1,39
1526741,Comfy Couch in a nice and safe apt!!,6486116,Ari,Manhattan,East Harlem,40.79004,-73.94846,Shared room,69,1,136,2019-04-04,2.13,4,103
1530386,A Lovely 2br in Chelsea,8163133,Nikhil,Manhattan,West Village,40.73988,-74.0036,Entire home/apt,269,2,68,2019-06-20,1.14,1,311
1530660,Boutique Williamsburg Duplex Apartment,173980,Will And Jo,Brooklyn,Williamsburg,40.70919,-73.95012,Entire home/apt,160,30,13,2014-01-05,0.18,2,252
1530919,2bd in heart of Soho/Little Italy!,4045167,Manuel,Manhattan,SoHo,40.71908,-73.99976,Entire home/apt,150,1,2,2015-03-18,0.03,1,207
1533652,Charming Central Park Studio: Summer Park Strolls!,8178950,Mari,Manhattan,Upper West Side,40.78357,-73.97268,Entire home/apt,121,7,76,2019-06-30,1.11,1,151
1533807,Sunny Spacious Dwelling,8179855,Kris,Brooklyn,Flatbush,40.63863,-73.95729,Entire home/apt,95,7,22,2019-06-21,0.49,1,20
1534212,Great  studio with 2 rooms and kitchen,7365834,Alex,Brooklyn,Sheepshead Bay,40.58426,-73.95949,Entire home/apt,99,3,66,2019-05-27,1.05,5,365
1534782,Cozy,8184930,Leonice,Brooklyn,Prospect Heights,40.68249,-73.97139,Private room,40,1,73,2019-05-13,1.10,1,65
1535607,"EV, Hippest East Village",2333904,Stephanie,Manhattan,East Village,40.72307,-73.97911,Private room,89,28,23,2019-05-05,0.38,3,125
1538077,New Listing!  Terrific Price.,8200820,Valerie,Brooklyn,Greenpoint,40.71938,-73.95136,Private room,50,2,11,2014-02-03,0.16,2,157
1542279,nice room in bedstuy L,6885157,Randy,Brooklyn,Bedford-Stuyvesant,40.6839,-73.95042,Private room,55,1,126,2019-06-19,1.77,15,343
1546518,"Sunny, pretty Park Slope 3+ bed apt",66193,Brennan,Brooklyn,South Slope,40.66448,-73.98695,Entire home/apt,224,2,229,2019-06-24,3.28,1,257
1546678,One Bedroom in Astoria NY,7646038,Malik,Queens,Ditmars Steinway,40.77448,-73.90907,Entire home/apt,120,2,2,2018-09-12,0.19,1,0
1546945,(1) CLEAN HOME AWAY FROM HOME!,4983320,Terri,Queens,Flushing,40.75431,-73.83131,Private room,59,1,116,2017-09-06,1.63,2,0
1549413,Beautiful Studio in Heart of Harlem,4548229,Brinton,Manhattan,Harlem,40.8033,-73.95008,Entire home/apt,135,31,177,2019-06-06,2.49,4,340
1551044,Nexus of the Universe!,8261145,Tommy,Manhattan,Lower East Side,40.72317,-73.9929,Entire home/apt,175,3,105,2019-06-19,1.49,1,274
1552242,Single family home 2 bedrooms  2 bathrooms,8126811,Jessica,Queens,Long Island City,40.75676,-73.93463,Entire home/apt,250,3,184,2019-06-26,2.65,1,84
1555919,East Village New Luxury Bldg - 1BR,8282962,Anna,Manhattan,East Village,40.7282,-73.98067,Entire home/apt,156,2,31,2019-05-16,0.44,1,3
1559435,Gorgeous & Spacious Full 1 BR Apt,5191738,Alisha,Brooklyn,Bedford-Stuyvesant,40.68864,-73.9213,Entire home/apt,75,2,36,2019-06-25,0.66,1,0
1559912,Quiet Large 1BR Near Columbia,8301763,Kevin,Manhattan,Morningside Heights,40.8061,-73.9662,Entire home/apt,79,5,9,2016-10-12,0.13,1,0
1560339,Entire Modern Studio Apartment/Prime Location,3038687,Karen,Manhattan,Upper West Side,40.78981,-73.97518,Entire home/apt,104,30,27,2019-05-31,0.38,8,137
1560408,Airy Designer Loft in Williamsburg,8300712,Andrew And Stine,Brooklyn,Williamsburg,40.7133,-73.94602,Entire home/apt,280,1,124,2019-06-23,1.77,1,359
1564553,Cozy Room in Best Downtown NYC Location,8323145,Madeleine,Manhattan,Nolita,40.72411,-73.99372,Private room,80,4,131,2019-06-07,1.88,1,34
1566326,Studio in South Williamsburg,7776144,Bertte,Brooklyn,Williamsburg,40.71171,-73.96101,Entire home/apt,136,30,50,2018-07-08,0.72,1,0
1567225,"NYC LARGE 3 BR West Side Manhattan, New York City",8336526,Matthew,Manhattan,Upper West Side,40.78024,-73.97942,Entire home/apt,550,4,17,2019-04-29,0.27,1,201
1569396,Ditmas Park Carriage House Loft,8111912,Jed,Brooklyn,Flatbush,40.64361,-73.96821,Entire home/apt,190,2,95,2019-06-29,1.65,2,349
1570204,SPECIAL OFFER* 1BDR IN EAST VILLAGE,377151,Shervin,Manhattan,East Village,40.72915,-73.98565,Entire home/apt,199,2,29,2019-06-30,0.47,1,361
1571455,"NEW YORK,  Queens    ""  WELCOME  "" ",8316059,Jorge,Queens,Woodside,40.74409,-73.89864,Private room,75,2,25,2018-10-28,0.40,1,365
1572815,Private room - Heart of East Village,4106680,Alexandre,Manhattan,East Village,40.72853,-73.98619,Private room,100,1,212,2019-06-23,3.05,1,278
1573068,COZY STUDIO,8362282,Drica 2017,Manhattan,Upper West Side,40.78808,-73.9754,Entire home/apt,125,1,15,2016-05-24,0.21,1,362
1576883,Entire Floor of Brooklyn Brownstone,6866353,Julie,Brooklyn,Bushwick,40.68585,-73.90686,Private room,75,2,12,2018-07-01,0.24,1,0
1578103,Private room in Harlem gem with fab New Yorkers!,245881,Steph,Manhattan,Harlem,40.80355,-73.95227,Private room,99,2,30,2019-06-29,2.61,1,24
1578721,"Huge, Sunny Greenpoint Flat",999689,Eric,Brooklyn,Greenpoint,40.72887,-73.95163,Private room,35,30,5,2014-04-23,0.07,1,97
1578776,Nice private room in Astoria,4645357,Beatrix,Queens,Long Island City,40.75909,-73.93217,Private room,51,1,165,2019-06-23,2.36,1,361
1581579,★★★★★- Lux Astoria |❤of NYC| Near subway/Manhattan,7748180,Ryan,Queens,Ditmars Steinway,40.77787,-73.91472,Entire home/apt,188,2,260,2019-07-07,3.97,1,312
1582540,1-bedroom APT SoHo / NoLITa,8422502,Stephan,Manhattan,NoHo,40.72545,-73.99492,Entire home/apt,90,7,2,2015-12-23,0.04,1,0
1583111,Modern Design in Sunny Duplex,4894525,Am,Brooklyn,Crown Heights,40.68034,-73.9615,Entire home/apt,279,3,9,2018-12-31,0.19,1,0
1583335,West Village 2 br 850 sf - right by the Hudson!,117236,Raj,Manhattan,West Village,40.73078,-74.0104,Entire home/apt,350,4,9,2018-06-11,0.14,1,13
1583653,Private room and bathroom,8434244,William,Manhattan,East Harlem,40.79255,-73.93842,Private room,125,2,59,2019-06-16,0.84,1,360
1584060,"Safe upscale room, Flatbush, Brooklyn, near subway",8119708,Charlotte & Aaron,Brooklyn,Midwood,40.62733,-73.96102,Private room,85,4,38,2019-05-14,0.56,3,81
1586454,Private Room With Patio In Queens,8452695,Macit,Queens,Maspeth,40.73732,-73.90168,Private room,48,20,33,2019-04-21,0.46,2,297
1586576,Private Bedroom in QUEENS,8452695,Macit,Queens,Maspeth,40.74033,-73.89921,Private room,56,28,14,2017-04-15,0.20,2,310
1586641,SALE- SUNNY MASTER BEDROOM NEAR MANHATTAN,8452639,C S,Brooklyn,Flatbush,40.64919,-73.96143,Private room,84,2,68,2019-05-27,0.96,3,362
1586773,Beautiful Brownstone in West Harlem,8455776,Wendy,Manhattan,Harlem,40.82453,-73.94923,Entire home/apt,155,1,123,2019-06-24,1.74,2,170
1586935,Luxury Gramercy Lg 1Bd w Balcony,8457613,Erin,Manhattan,Gramercy,40.73494,-73.98751,Entire home/apt,250,365,0,,,1,365
1588221,Large 2 BR Loft Downtown NY,1400369,Ernesto,Manhattan,Chinatown,40.71702,-73.99566,Entire home/apt,300,5,31,2019-06-23,0.45,1,278
1589248,Hip Apartment in Williamsburg,8255208,Kate,Brooklyn,Williamsburg,40.70951,-73.96262,Entire home/apt,140,1,1,2015-07-16,0.02,1,0
1589715,Private: The Brass Room,8481125,Thomas,Manhattan,Upper East Side,40.76142,-73.96086,Private room,120,7,19,2019-04-19,0.27,2,245
1591811,Sunlit apartment in Williamsburg,8265050,Jae,Brooklyn,Williamsburg,40.71188,-73.95155,Entire home/apt,99,2,198,2019-06-17,2.78,2,89
1593444,Designer Home in Village Center,8289606,Stephen,Manhattan,Greenwich Village,40.73158,-73.99254,Entire home/apt,240,7,19,2019-05-23,0.27,1,158
1596314,Gorgeous charming Manhattan 1bdrm Alexa Smart Home,4327300,Stephen,Manhattan,Washington Heights,40.83399,-73.94474,Entire home/apt,72,7,27,2019-05-25,0.46,1,73
1598012,"Close to the city, Astoria",3360223,Rosemary,Queens,Astoria,40.76792,-73.92228,Private room,45,4,68,2019-01-01,0.96,1,0
1598033,Staten Island Apartment - 2nd floor,7875272,Mary,Staten Island,Port Richmond,40.62947,-74.13378,Entire home/apt,250,30,1,2015-10-07,0.02,3,0
1598328,Room in heart of the West Village!,8521063,Wes,Manhattan,West Village,40.73254,-74.00467,Private room,100,2,48,2019-01-02,0.90,1,78
1598785,SUNNY STUDIO MIDTOWN EAST W/DOORMAN,8038118,Maria,Manhattan,Midtown,40.7529,-73.97094,Entire home/apt,175,5,116,2019-05-27,1.65,1,299
1598863,1Br apt + backyard -east village,8523970,Tanya,Manhattan,East Village,40.72694,-73.98304,Entire home/apt,200,5,10,2019-04-26,0.14,1,0
1600917,"Jupiter Suites, Rm #4 w/Bthrm-(JFK)",7853251,Enyinne,Queens,St. Albans,40.69015,-73.77472,Private room,59,1,8,2017-05-11,0.12,5,359
1601955,"Cozy, QUIET Dream Home in SEAPORT",2698515,Chandler,Manhattan,Financial District,40.70939,-74.00121,Entire home/apt,420,2,285,2019-07-02,4.02,1,294
1604488,Private room with stunning view,8548430,Bernardo & Andressa,Brooklyn,Williamsburg,40.72149,-73.96174,Private room,120,3,142,2019-07-07,2.01,1,37
1604489,Spacious and modern Chelsea loft,8548453,Jon,Manhattan,Chelsea,40.74611,-73.99209,Entire home/apt,295,30,3,2016-09-19,0.04,1,235
1606312,Williamsburg 2BR 2BA Hotel Condo,3130819,Shana,Brooklyn,Williamsburg,40.72079,-73.95641,Entire home/apt,200,120,12,2014-07-21,0.17,1,306
1608220,The Heart of Bushwick!,7009551,Joseph,Brooklyn,Bushwick,40.70188,-73.92275,Private room,48,7,61,2019-02-15,0.87,1,0
1609672,CENTRAL PARK/ TIMES SQUARE,5533135,Rodrigo,Manhattan,Hell's Kitchen,40.76476,-73.99011,Entire home/apt,99,2,55,2019-06-30,0.78,1,182
1613110,Sunny Studio Loft @ Habitat 101,7503643,Vida,Brooklyn,Greenpoint,40.7257,-73.94181,Entire home/apt,129,30,8,2019-01-30,0.12,52,344
1614817,PRIME apartment in East Village!,5283853,Chara,Manhattan,East Village,40.73082,-73.98693,Entire home/apt,160,2,44,2018-01-01,0.64,2,0
1614869,"Cute, quirky Park Slope Jr 1 bdroom",1254489,Randy,Brooklyn,Park Slope,40.67477,-73.97404,Entire home/apt,142,4,41,2019-06-18,0.58,1,151
1614964,Charming Room in Astoria!!,8783166,Marinez,Queens,Astoria,40.76752,-73.9273,Private room,120,3,12,2019-05-21,0.17,2,365
1615764,"",6676776,Peter,Manhattan,Battery Park City,40.71239,-74.0162,Entire home/apt,400,1000,0,,,1,362
1616540,Modern Clean 1 Bedroom apt  in Clinton Hill,953843,Sara,Brooklyn,Clinton Hill,40.68572,-73.9641,Entire home/apt,130,7,26,2018-03-07,0.41,1,182
1617443,Great Artistic Studio in Historic Building,2240143,Pavel,Manhattan,Harlem,40.81606,-73.94363,Shared room,85,3,38,2019-05-27,0.56,1,157
1617488,Rooftop Oasis in Brooklyn for Shoots & Gigs,8102595,Stephanie,Brooklyn,Bedford-Stuyvesant,40.69017,-73.95757,Entire home/apt,600,1,48,2015-10-11,0.68,1,89
